Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Sales_Amount,Shipping_Cost,Order_Status,Delivery_Status
70032023,2023-01-01,104653,51839,14,4406.08,257.06,Delivered,Delayed
70032024,2023-02-24,100227,51527,5,2556.91,141.16,Delivered,On Time
70032025,2024-11-24,102968,51610,3,1957.92,174.18,Delivered,Delayed
70032026,2025-01-22,103196,51394,28,23164.59,1009.23,Cancelled,N/A
70032027,2025-07-25,101440,50210,1,521.21,46.84,Delivered,Delayed
70032028,2023-02-03,104966,51945,1,90.51,6.92,Delivered,On Time
70032029,2023-03-08,101424,50193,17,14643.26,666.31,Delivered,On Time
70032030,2024-04-30,101075,50760,2,2092.05,135.04,Returned,N/A
70032031,2024-01-15,102379,51582,1,323.51,23.69,Delivered,On Time
70032032,2025-07-12,101564,50672,38,46830.9,3784.11,Delivered,On Time
70032033,2025-03-19,104608,51228,38,3100.66,81.91,Delivered,On Time
70032034,2025-04-08,102124,51758,2,608.2,15.17,Delivered,On Time
70032035,2025-10-15,101964,51612,1,1091.97,33.45,Delivered,On Time
70032036,2023-09-04,103091,51123,14,4740.23,118.62,Delivered,On Time
70032037,2023-01-16,100446,51012,1,555.6,41.3,Delivered,On Time
70032038,2025-09-29,103718,50429,3,3388.44,67.76,Delivered,On Time
70032039,2024-01-17,103789,51123,42,13812.28,290.06,Delivered,On Time
70032040,2024-05-15,102314,51380,2,1867.24,140.02,Delivered,On Time
70032041,2023-06-19,104761,51167,4,742.45,53.45,Delivered,On Time
70032042,2023-01-30,102838,50503,1,1025.32,74.41,Delivered,Delayed
70032043,2025-10-26,103443,51745,19,21635.18,1109.44,Delivered,Early
70032044,2023-10-30,104610,51081,13,13341.65,680.09,Delivered,On Time
70032045,2024-01-14,103339,50252,5,6020.89,504.2,Delivered,Delayed
70032046,2025-03-05,102091,50323,2,76.08,6.99,Delivered,Delayed
70032047,2025-06-05,100140,51745,8,9346.13,737.96,Returned,N/A
70032048,2024-12-06,103599,50662,17,15723.58,1288.63,Delivered,On Time
70032049,2025-07-21,104807,51123,18,6376.75,116.9,Delivered,Delayed
70032050,2024-10-21,102287,50911,2,917.4,72.2,Delivered,On Time
70032051,2025-04-11,101639,51012,1,541.34,34.24,Delivered,Delayed
70032052,2023-11-03,102529,51412,3,1543.97,68.7,Delivered,On Time
70032053,2023-11-13,103599,51516,10,10320.81,758.77,Delivered,Early
70032054,2023-01-27,100001,51911,19,17267.14,1537.15,Returned,N/A
70032055,2023-10-04,104438,51399,52,46072.74,2411.15,Delivered,On Time
70032056,2025-09-01,104433,50676,26,15890.66,932.14,Delivered,Early
70032057,2024-11-10,102664,51269,2,251.54,14.86,Delivered,On Time
70032058,2023-08-12,100553,51123,6,2152.54,116.51,Delivered,Delayed
70032059,2023-05-22,103379,51081,18,18524.46,723.05,Delivered,On Time
70032060,2025-02-26,100662,50028,1,183.61,13.07,Cancelled,N/A
70032061,2025-08-11,102491,51585,16,8891.33,248.51,Delivered,Delayed
70032062,2023-01-08,100493,51823,1,1263.53,74.89,Delivered,On Time
70032063,2023-02-12,102894,50570,9,9782.44,675.79,Delivered,Early
70032064,2023-09-27,101537,50185,25,26681.06,1417.02,Delivered,On Time
70032065,2024-08-25,104124,50365,55,22721.35,869.11,Delivered,Delayed
70032066,2025-11-11,103956,51994,3,755.02,15.81,Delivered,On Time
70032067,2024-12-21,104990,51250,1,174.4,7.07,Delivered,On Time
70032068,2024-04-17,101247,50788,2,523.66,35.43,Delivered,On Time
70032069,2023-06-27,100352,50569,1,1054.36,75.53,Delivered,On Time
70032070,2023-11-25,102140,51966,23,11497.7,213.15,Delivered,Delayed
70032071,2024-01-16,100453,50384,36,40138.05,971.44,Delivered,On Time
70032072,2023-06-18,100886,50388,3,2282.6,172.53,Delivered,On Time
70032073,2025-12-28,102938,50830,51,24180.88,2038.59,Returned,N/A
70032074,2023-09-27,102913,50788,14,3549.44,85.72,Delivered,On Time
70032075,2025-07-20,100247,50351,2,499.51,21.53,Delivered,Delayed
70032076,2025-05-23,102140,51450,6,2903.84,69.14,Delivered,Delayed
70032077,2025-05-01,102595,51944,1,8.99,4.5,Delivered,On Time
70032078,2023-05-06,101322,50513,1,1260.86,23.96,Cancelled,N/A
70032079,2024-10-01,104340,51149,2,2398.17,69.23,Delivered,On Time
70032080,2023-06-14,100796,50485,38,11526.57,695.54,Delivered,Delayed
70032081,2023-11-03,101230,50961,2,31.57,4.5,Delivered,On Time
70032082,2023-03-12,100769,51576,2,373.64,12.27,Cancelled,N/A
70032083,2023-04-14,100532,50952,4,3418.13,240.2,Delivered,On Time
70032084,2023-04-08,104392,51665,47,42734.73,2538.41,Delivered,On Time
70032085,2024-11-22,101353,51123,1,341.45,24.49,Delivered,On Time
70032086,2023-08-11,103570,51954,28,20950.22,345.26,Delivered,Delayed
70032087,2025-02-24,102075,51076,33,2514.15,54.35,Delivered,On Time
70032088,2025-12-07,103149,51451,12,956.59,58.15,Delivered,On Time
70032089,2025-07-14,104633,50443,1,289.55,13.41,Delivered,On Time
70032090,2023-03-27,104198,50459,40,24023.55,1002.01,Delivered,On Time
70032091,2024-02-03,100390,50761,5,2704.59,170.53,Cancelled,N/A
70032092,2023-09-15,104202,50458,45,62607.62,3438.32,Delivered,On Time
70032093,2023-10-03,102195,50039,33,875.42,29.44,Delivered,On Time
70032094,2023-06-03,101685,50447,3,311.05,13.66,Delivered,On Time
70032095,2025-04-23,103385,50961,39,570.55,10.06,Delivered,Delayed
70032096,2025-09-02,104743,51325,1,1108.06,51.32,Delivered,On Time
70032097,2024-06-13,100498,51117,9,9067.22,572.72,Delivered,Delayed
70032098,2025-07-10,103786,50387,10,7711.91,459.86,Returned,N/A
70032099,2024-01-31,101026,50320,4,2453.81,205.32,Delivered,On Time
70032100,2023-06-02,101831,51653,15,10093.72,812.54,Delivered,On Time
70032101,2024-09-24,104350,51525,16,9454.06,342.65,Delivered,On Time
70032102,2025-09-18,102700,50517,1,682.08,37.99,Delivered,On Time
70032103,2024-05-24,100385,51032,1,25.81,5.45,Delivered,Delayed
70032104,2024-05-25,102496,51343,3,2857.33,183.61,Delivered,On Time
70032105,2023-04-29,103908,51387,2,875.47,17.48,Delivered,On Time
70032106,2024-09-15,102585,50883,36,41967.25,1767.23,Delivered,On Time
70032107,2023-05-21,100816,50933,22,22110.74,1509.55,Delivered,On Time
70032108,2025-06-11,102156,50933,10,10317.01,866.87,Delivered,On Time
70032109,2024-03-05,104610,51123,2,692.74,31.33,Delivered,On Time
70032110,2024-08-06,103301,50911,42,19384.99,905.35,Delivered,On Time
70032111,2025-06-27,103609,50940,4,908.28,60.16,Delivered,On Time
70032112,2023-05-30,103886,51629,1,898.41,65.81,Delivered,On Time
70032113,2024-11-24,100478,50422,50,64048.0,2179.09,Delivered,Early
70032114,2025-04-30,102848,50897,18,157.32,12.23,Delivered,On Time
70032115,2025-06-09,101815,51376,13,5608.88,445.61,Delivered,On Time
70032116,2023-08-30,100675,51110,5,3085.72,76.63,Delivered,On Time
70032117,2023-01-31,101024,50621,24,28455.3,1261.69,Delivered,Delayed
70032118,2025-09-24,103858,50259,2,1769.32,70.83,Delivered,On Time
70032119,2025-05-13,100797,51315,12,6963.19,360.05,Delivered,Delayed
70032120,2024-01-28,101499,51420,3,1113.9,86.18,Delivered,On Time
70032121,2024-01-09,101388,50181,21,5220.37,286.96,Delivered,On Time
70032122,2024-02-22,100264,51446,38,37141.22,2568.78,Delivered,On Time
70032123,2023-10-12,102243,51643,6,6587.85,477.55,Delivered,On Time
70032124,2025-10-25,103775,51758,9,2891.97,225.88,Delivered,On Time
70032125,2024-11-09,100130,51959,14,7943.71,504.62,Cancelled,N/A
70032126,2023-04-29,100531,51123,6,2000.48,160.67,Delivered,On Time
70032127,2023-01-01,103550,51955,16,11501.97,363.55,Delivered,On Time
70032128,2024-09-11,102922,51110,4,2457.55,86.82,Delivered,Delayed
70032129,2023-07-19,103515,51347,10,5064.16,145.73,Delivered,On Time
70032130,2023-07-26,101122,51373,5,456.42,18.12,Delivered,Delayed
70032131,2025-09-11,103980,51453,20,768.05,36.29,Delivered,On Time
70032132,2025-09-26,102348,51525,48,29107.5,1203.74,Delivered,On Time
70032133,2023-11-21,103000,51123,19,6735.08,594.76,Delivered,On Time
70032134,2025-06-30,100485,51525,1,591.37,21.83,Delivered,Delayed
70032135,2024-10-09,101039,50557,4,287.57,17.74,Delivered,On Time
70032136,2025-01-06,103805,51014,40,760.19,29.59,Delivered,On Time
70032137,2024-06-04,101102,50357,33,17824.23,542.32,Delivered,On Time
70032138,2024-06-18,100488,50830,2,877.97,71.08,Delivered,On Time
70032139,2024-08-15,102937,50788,7,1845.29,79.18,Delivered,On Time
70032140,2023-10-05,102712,50075,7,4089.02,156.72,Delivered,Delayed
70032141,2024-12-25,102985,50577,25,3398.41,261.48,Delivered,On Time
70032142,2025-12-07,103054,51401,4,2860.21,249.12,Delivered,On Time
70032143,2024-03-16,102460,50883,1,1154.47,94.13,Cancelled,N/A
70032144,2025-05-15,102432,51802,10,12832.01,662.52,Delivered,Early
70032145,2023-07-07,104608,50797,18,5593.78,146.95,Delivered,Delayed
70032146,2023-01-08,102625,50887,1,114.61,6.31,Delivered,On Time
70032147,2024-11-27,103043,51525,1,610.09,51.2,Delivered,Delayed
70032148,2024-09-29,101313,50227,8,9489.28,469.02,Delivered,Delayed
70032149,2024-08-19,104333,51806,12,3394.24,307.56,Delivered,On Time
70032150,2025-01-18,100140,50966,29,1803.79,152.69,Delivered,On Time
70032151,2024-12-05,102754,51452,16,16845.45,1292.75,Delivered,On Time
70032152,2024-04-13,101852,51412,3,1528.11,84.76,Returned,N/A
70032153,2023-02-12,102968,50658,6,2819.48,184.59,Delivered,On Time
70032154,2023-05-16,101727,51997,9,7377.08,257.48,Delivered,On Time
70032155,2024-09-06,103528,50113,56,44847.52,2866.36,Delivered,On Time
70032156,2024-01-04,100118,51822,25,22196.64,789.44,Cancelled,N/A
70032157,2025-12-23,101954,50251,1,1098.18,36.54,Cancelled,N/A
70032158,2023-09-18,104126,50667,28,5866.75,187.99,Delivered,On Time
70032159,2024-12-06,101214,51758,1,318.06,4.5,Returned,N/A
70032160,2025-10-24,100287,50439,8,999.2,73.9,Delivered,On Time
70032161,2025-09-23,102443,50181,4,942.05,17.71,Delivered,On Time
70032162,2025-06-11,104865,51446,7,6861.22,154.85,Delivered,On Time
70032163,2024-08-22,100366,50593,7,3695.06,177.48,Delivered,Delayed
70032164,2025-06-09,100393,50788,1,249.84,15.62,Delivered,Delayed
70032165,2024-05-28,102927,50880,21,3504.19,211.35,Delivered,On Time
70032166,2025-01-16,101213,51347,46,24853.7,1794.25,Delivered,Early
70032167,2023-10-09,101965,51451,51,3881.99,315.13,Delivered,On Time
70032168,2025-10-28,104123,50729,1,217.27,19.21,Delivered,Delayed
70032169,2025-05-13,101011,51765,3,1814.44,153.25,Cancelled,N/A
70032170,2024-02-21,103543,50440,7,6228.78,427.59,Delivered,Delayed
70032171,2024-12-13,102480,51508,19,23833.51,1981.87,Delivered,On Time
70032172,2025-05-22,104517,51446,4,4032.07,204.7,Delivered,On Time
70032173,2023-11-11,104850,51037,11,9534.19,261.4,Delivered,On Time
70032174,2023-03-30,102382,51917,11,880.04,25.8,Delivered,On Time
70032175,2024-09-07,102870,50912,55,19073.6,972.22,Delivered,Delayed
70032176,2024-05-25,103659,51745,22,25736.47,1570.49,Delivered,On Time
70032177,2023-06-25,101543,50179,47,9120.06,139.47,Delivered,On Time
70032178,2024-05-24,101104,50788,33,8638.95,301.76,Delivered,On Time
70032179,2024-01-11,104805,50443,1,276.38,15.08,Returned,N/A
70032180,2024-11-25,102095,51745,1,1239.43,100.15,Delivered,Delayed
70032181,2025-03-03,100008,50830,1,476.02,40.57,Delivered,On Time
70032182,2024-02-03,104171,51051,10,5472.43,404.03,Cancelled,N/A
70032183,2023-02-04,102950,51312,23,14182.17,505.49,Cancelled,N/A
70032184,2023-10-20,100829,50797,2,632.96,45.93,Delivered,On Time
70032185,2024-09-14,100177,50769,18,9106.46,357.64,Delivered,Early
70032186,2023-07-22,101425,50739,1,431.74,35.6,Delivered,On Time
70032187,2023-04-14,104632,51525,1,620.39,33.16,Delivered,On Time
70032188,2024-06-18,104663,51962,4,3952.93,223.52,Delivered,Delayed
70032189,2024-03-12,101482,50706,1,142.77,4.96,Delivered,On Time
70032190,2025-06-16,104158,51347,59,31611.24,558.79,Delivered,Delayed
70032191,2023-07-13,102134,51758,30,9365.24,284.59,Delivered,On Time
70032192,2025-05-12,103283,51959,43,23872.98,1436.49,Delivered,On Time
70032193,2025-04-18,101617,51123,1,338.93,6.03,Delivered,Delayed
70032194,2025-04-07,102529,50365,2,893.87,50.74,Delivered,On Time
70032195,2025-09-17,101433,51103,2,1181.96,71.34,Delivered,On Time
70032196,2025-11-11,100347,51286,19,1867.3,27.67,Delivered,Delayed
70032197,2023-02-23,100675,50933,2,1953.11,175.26,Delivered,Delayed
70032198,2025-04-03,101424,50660,37,8348.64,396.88,Delivered,On Time
70032199,2025-03-04,104861,50674,2,1836.42,142.61,Delivered,Delayed
70032200,2023-08-17,104809,51565,10,4010.84,229.52,Returned,N/A
70032201,2025-11-26,104106,51906,11,410.06,18.07,Delivered,On Time
70032202,2024-02-05,101142,51373,16,1364.07,94.44,Delivered,Delayed
70032203,2023-07-17,102133,50883,7,7967.63,232.46,Delivered,Delayed
70032204,2025-11-01,102124,50693,4,120.31,8.9,Delivered,On Time
70032205,2025-08-10,101864,50344,2,1187.75,37.59,Delivered,On Time
70032206,2025-07-29,100249,50625,6,3109.48,85.52,Delivered,On Time
70032207,2023-06-27,102625,50051,6,1269.89,90.18,Delivered,On Time
70032208,2023-02-19,100405,50732,1,619.3,50.02,Delivered,On Time
70032209,2024-07-23,103970,50365,8,3417.99,111.84,Delivered,On Time
70032210,2023-09-16,103431,50074,10,542.34,29.04,Delivered,On Time
70032211,2023-11-14,101700,50300,14,15597.82,782.12,Cancelled,N/A
70032212,2024-11-16,103227,51758,1,316.62,29.85,Delivered,Delayed
70032213,2023-11-10,101145,50569,30,32201.85,2427.44,Delivered,On Time
70032214,2025-03-08,101305,51081,42,43893.48,3866.11,Delivered,Delayed
70032215,2024-12-25,101511,50543,46,33375.97,1162.6,Delivered,On Time
70032216,2024-04-14,103940,51282,25,3804.89,151.46,Delivered,On Time
70032217,2024-06-10,101054,50341,2,1484.0,72.95,Delivered,On Time
70032218,2025-04-30,102785,50881,5,6409.79,502.74,Delivered,On Time
70032219,2023-06-21,101018,50463,1,1190.25,74.56,Cancelled,N/A
70032220,2025-04-23,101388,51109,35,23985.55,754.2,Delivered,Early
70032221,2024-11-09,101157,50257,44,14315.67,457.14,Delivered,On Time
70032222,2023-06-17,103206,51123,13,4477.25,92.67,Delivered,On Time
70032223,2025-07-14,102576,51451,2,162.76,12.52,Delivered,On Time
70032224,2023-04-28,103562,50882,1,946.93,69.21,Delivered,Delayed
70032225,2023-07-25,101088,51861,22,1614.14,120.64,Delivered,On Time
70032226,2023-12-25,100052,50437,1,872.62,41.76,Delivered,Delayed
70032227,2025-01-23,103402,50258,2,2022.76,122.54,Delivered,On Time
70032228,2024-02-09,100531,50227,17,19708.99,532.93,Delivered,On Time
70032229,2025-12-11,101209,50728,5,4791.82,127.81,Delivered,On Time
70032230,2024-04-05,101464,50323,2,78.46,4.5,Delivered,On Time
70032231,2025-08-25,103669,50025,7,418.4,24.44,Delivered,On Time
70032232,2024-07-23,103091,50482,1,1306.19,90.32,Delivered,On Time
70032233,2023-03-24,100924,50489,26,7064.21,223.83,Delivered,On Time
70032234,2025-11-24,102938,50313,1,866.54,49.46,Delivered,Early
70032235,2025-07-13,103502,50788,1,243.3,10.58,Delivered,Delayed
70032236,2023-02-06,101873,51884,58,18961.99,1044.98,Delivered,On Time
70032237,2023-06-04,101205,51784,2,2482.39,173.34,Delivered,On Time
70032238,2024-10-04,103402,50059,2,2868.47,218.14,Delivered,Delayed
70032239,2024-06-20,103004,51629,5,4565.46,186.08,Delivered,On Time
70032240,2024-08-07,100437,50466,6,741.53,55.33,Delivered,On Time
70032241,2024-12-08,103340,51081,4,3904.29,240.17,Delivered,Early
70032242,2025-04-17,102408,50911,8,3673.8,107.7,Cancelled,N/A
70032243,2024-10-07,103706,51957,1,1055.83,53.97,Delivered,On Time
70032244,2025-10-04,100967,51149,1,1305.12,42.81,Delivered,On Time
70032245,2024-12-07,101250,51227,7,6355.98,172.77,Delivered,Delayed
70032246,2025-10-24,102681,51828,52,37043.51,3278.14,Delivered,On Time
70032247,2024-06-22,102356,50341,29,20546.81,899.39,Delivered,Delayed
70032248,2024-04-03,101864,50965,2,1845.0,102.5,Delivered,On Time
70032249,2025-03-17,103660,50308,10,7748.11,412.0,Delivered,On Time
70032250,2024-08-05,102789,50280,19,9076.36,582.21,Delivered,On Time
70032251,2024-11-06,103502,51420,47,18789.85,1645.38,Delivered,Delayed
70032252,2023-09-14,100748,51148,2,1337.5,42.44,Delivered,On Time
70032253,2024-11-20,103606,50280,6,3046.45,190.47,Delivered,On Time
70032254,2025-05-22,102243,51032,22,574.59,22.91,Delivered,On Time
70032255,2023-12-14,100196,51857,1,610.62,37.5,Delivered,On Time
70032256,2025-09-19,101151,50323,14,535.15,40.58,Delivered,On Time
70032257,2024-01-01,100150,50351,11,2646.8,174.25,Delivered,Delayed
70032258,2024-12-01,102216,51326,5,4864.5,305.39,Delivered,On Time
70032259,2023-01-03,101584,50478,8,4538.61,365.47,Delivered,Delayed
70032260,2024-01-27,104936,51499,2,1791.87,85.39,Delivered,Delayed
70032261,2024-11-17,104324,51795,24,27156.62,1580.04,Delivered,On Time
70032262,2023-06-10,104089,50023,6,3182.74,158.05,Cancelled,N/A
70032263,2025-07-27,102461,50698,42,23953.45,1244.3,Delivered,On Time
70032264,2023-02-27,104006,51123,1,356.58,30.7,Delivered,On Time
70032265,2025-11-24,101313,51012,50,26914.09,2191.43,Delivered,Delayed
70032266,2023-10-17,102780,51109,37,27159.94,468.76,Delivered,Delayed
70032267,2024-08-06,101890,51378,34,7856.69,378.24,Delivered,On Time
70032268,2025-02-10,100847,51581,1,687.03,44.9,Delivered,On Time
70032269,2023-12-05,100405,50577,37,4621.33,364.31,Delivered,On Time
70032270,2024-10-30,102758,51479,60,76230.87,3456.21,Delivered,On Time
70032271,2025-06-07,100506,50202,1,294.73,31.2,Cancelled,N/A
70032272,2023-10-01,103528,51399,8,7107.47,299.93,Delivered,Delayed
70032273,2025-04-19,104596,51682,12,2476.3,205.03,Delivered,Delayed
70032274,2024-12-11,100799,51823,10,12756.77,400.2,Delivered,On Time
70032275,2025-07-14,102299,51262,5,1149.57,44.28,Delivered,Delayed
70032276,2024-06-30,103649,50682,44,30555.4,1575.2,Delivered,Early
70032277,2023-05-24,101403,51280,9,6983.22,557.04,Delivered,On Time
70032278,2023-02-13,104589,50357,1,582.53,48.27,Delivered,On Time
70032279,2025-09-13,104438,51394,14,12200.66,1073.94,Delivered,Delayed
70032280,2025-03-31,100527,51758,5,1499.51,68.44,Delivered,On Time
70032281,2023-06-19,100154,51869,48,1136.27,28.51,Delivered,Early
70032282,2025-02-21,104865,50371,1,1051.87,47.69,Cancelled,N/A
70032283,2025-09-26,104761,51193,4,4666.72,390.46,Delivered,On Time
70032284,2023-03-14,102033,51949,6,6192.85,325.48,Delivered,Delayed
70032285,2025-03-14,100273,51225,25,24357.35,808.14,Delivered,On Time
70032286,2023-08-21,103055,51843,27,9453.7,578.26,Delivered,On Time
70032287,2023-01-09,101429,50847,6,7256.65,216.45,Delivered,On Time
70032288,2025-09-20,104677,51532,47,2713.63,98.13,Delivered,On Time
70032289,2023-01-15,103924,50218,20,5842.39,488.31,Delivered,Delayed
70032290,2025-03-25,103248,50426,16,5984.52,211.74,Delivered,On Time
70032291,2023-04-19,101386,50287,3,1393.86,67.27,Delivered,Delayed
70032292,2023-12-08,103464,50165,33,24249.37,541.76,Delivered,On Time
70032293,2024-02-05,101419,50862,10,4488.69,185.76,Delivered,On Time
70032294,2023-11-11,100222,51739,13,15016.49,1139.1,Delivered,On Time
70032295,2025-11-22,102497,50577,12,1547.46,70.43,Delivered,On Time
70032296,2024-01-22,102408,50492,12,2889.65,181.34,Delivered,On Time
70032297,2025-06-09,103751,51507,1,400.8,18.07,Delivered,On Time
70032298,2025-03-28,104311,50561,3,910.83,13.72,Delivered,On Time
70032299,2023-06-28,101712,51167,5,862.18,30.42,Delivered,On Time
70032300,2023-07-26,102185,50341,3,2231.31,90.68,Delivered,On Time
70032301,2023-08-21,102289,50794,12,2755.45,76.62,Delivered,Delayed
70032302,2023-05-12,101573,51109,3,2164.01,113.19,Delivered,Delayed
70032303,2024-03-21,103649,51994,16,4074.47,177.36,Delivered,On Time
70032304,2025-01-13,102547,51743,42,40698.35,2880.13,Delivered,On Time
70032305,2025-06-09,104559,50039,55,1431.63,66.88,Delivered,Delayed
70032306,2023-07-10,103252,51239,35,40425.77,2319.24,Delivered,On Time
70032307,2023-12-27,101055,51263,1,782.44,68.18,Delivered,Delayed
70032308,2025-05-05,100810,51115,2,2173.19,30.44,Delivered,Delayed
70032309,2024-03-25,101786,50076,45,56301.46,855.83,Delivered,Delayed
70032310,2025-07-25,101670,50577,1,128.06,9.61,Delivered,On Time
70032311,2025-12-12,101954,50412,2,807.36,46.57,Delivered,Delayed
70032312,2025-09-09,100922,50110,6,5980.46,114.06,Delivered,On Time
70032313,2023-11-24,104882,51758,52,16148.13,1214.09,Delivered,On Time
70032314,2025-10-29,100705,51123,1,336.36,26.06,Delivered,Delayed
70032315,2025-04-28,103274,50561,16,4604.74,244.38,Delivered,On Time
70032316,2023-12-08,100069,51758,2,608.94,51.53,Delivered,Delayed
70032317,2024-06-30,101954,51729,4,2279.84,63.96,Delivered,On Time
70032318,2024-04-26,101472,50483,8,5200.21,404.7,Delivered,Early
70032319,2024-08-23,101844,50486,1,1216.9,99.07,Delivered,Delayed
70032320,2023-12-05,102454,50365,3,1306.87,32.61,Delivered,On Time
70032321,2024-10-07,102954,50387,13,10567.53,872.03,Delivered,Delayed
70032322,2025-04-19,102862,51451,52,4303.33,76.29,Delivered,On Time
70032323,2025-07-10,103123,50511,2,371.36,26.19,Cancelled,N/A
70032324,2024-06-02,104196,51664,13,10855.69,379.77,Returned,N/A
70032325,2023-10-14,104437,51911,49,42181.56,911.54,Delivered,On Time
70032326,2025-10-03,103649,50165,10,7245.5,487.94,Delivered,On Time
70032327,2023-04-12,100441,51053,19,21267.48,592.4,Delivered,Delayed
70032328,2024-05-02,104784,50110,2,2049.44,143.59,Delivered,Delayed
70032329,2025-12-29,104726,50713,16,231.54,17.52,Delivered,On Time
70032330,2025-11-26,103505,51830,13,9468.62,646.85,Delivered,On Time
70032331,2024-06-08,102529,50787,20,3035.61,163.83,Delivered,On Time
70032332,2023-12-29,101218,51376,1,424.62,15.44,Delivered,On Time
70032333,2025-03-26,103714,51081,2,2048.39,102.88,Delivered,Delayed
70032334,2023-04-23,104385,51123,1,336.17,20.45,Delivered,On Time
70032335,2023-12-11,103334,51984,13,12373.53,1023.18,Delivered,On Time
70032336,2023-01-17,103106,51634,18,6551.44,260.68,Delivered,On Time
70032337,2023-06-22,100986,51788,2,2461.05,191.92,Delivered,On Time
70032338,2025-06-15,101718,51318,52,47373.28,3026.7,Delivered,On Time
70032339,2023-09-15,103573,50793,7,5691.01,414.12,Delivered,Delayed
70032340,2023-05-29,100096,50788,1,265.74,14.9,Delivered,On Time
70032341,2025-03-04,103191,51911,4,3669.0,188.66,Delivered,On Time
70032342,2023-04-14,103777,50623,2,980.15,66.64,Delivered,Early
70032343,2023-02-22,101619,50375,30,25169.49,997.33,Delivered,On Time
70032344,2025-11-11,100421,50321,8,8188.37,498.02,Returned,N/A
70032345,2024-05-25,104059,51105,4,197.05,10.26,Delivered,On Time
70032346,2023-01-16,100683,51409,26,35296.72,2441.59,Delivered,Delayed
70032347,2025-12-10,101779,50957,5,4582.86,394.26,Delivered,Early
70032348,2025-12-23,103498,51758,56,17595.12,776.57,Returned,N/A
70032349,2025-02-22,104050,51452,3,3133.48,187.31,Cancelled,N/A
70032350,2023-01-03,104293,50351,7,1656.28,107.04,Delivered,Delayed
70032351,2023-01-05,102596,51869,1,25.18,4.5,Delivered,Early
70032352,2025-07-28,102320,51285,2,1520.97,140.2,Delivered,On Time
70032353,2024-01-15,104223,50351,16,3936.28,66.9,Delivered,On Time
70032354,2023-08-21,102786,50849,5,47.63,4.5,Delivered,On Time
70032355,2025-12-06,102836,50885,2,2162.88,127.21,Delivered,On Time
70032356,2023-08-23,102102,51227,32,27311.81,2363.79,Delivered,On Time
70032357,2024-03-15,101791,51869,1,24.07,6.68,Delivered,On Time
70032358,2024-06-19,102351,50788,47,12510.97,694.56,Delivered,On Time
70032359,2023-07-27,101748,51123,1,339.87,17.96,Delivered,Early
70032360,2023-09-10,101662,50788,16,4232.93,352.9,Delivered,Early
70032361,2025-08-16,104968,51758,45,13754.23,497.58,Delivered,On Time
70032362,2023-04-25,101629,51882,11,246.56,13.21,Delivered,On Time
70032363,2024-01-18,101241,51462,1,1082.75,95.07,Delivered,Delayed
70032364,2025-10-02,101705,50561,3,858.67,45.57,Delivered,Delayed
70032365,2023-05-23,102906,51193,1,1100.74,69.75,Delivered,On Time
70032366,2023-10-19,104558,50555,2,527.36,29.24,Delivered,On Time
70032367,2025-11-09,103897,51123,53,19113.36,561.15,Delivered,On Time
70032368,2024-06-04,104177,50788,1,244.47,12.11,Delivered,On Time
70032369,2023-09-14,104269,51518,7,7136.17,492.01,Delivered,On Time
70032370,2024-08-10,104588,51758,1,311.75,25.41,Delivered,On Time
70032371,2024-12-14,101154,50039,3,81.38,4.5,Delivered,On Time
70032372,2024-07-04,102230,51778,21,15706.43,816.0,Delivered,On Time
70032373,2024-01-06,101858,50561,1,295.97,11.65,Delivered,On Time
70032374,2024-12-30,101843,51446,8,8202.21,650.32,Cancelled,N/A
70032375,2025-04-06,103272,50467,1,789.08,20.75,Delivered,On Time
70032376,2025-11-27,101935,50745,3,2231.09,146.9,Delivered,Delayed
70032377,2025-01-17,103041,51183,2,1609.71,100.5,Delivered,Delayed
70032378,2025-06-14,101844,50338,49,41845.55,1660.16,Delivered,Delayed
70032379,2025-06-28,101484,50485,7,2061.28,40.03,Delivered,Delayed
70032380,2025-06-26,101700,50933,1,971.33,91.65,Delivered,On Time
70032381,2024-04-20,103980,50296,2,101.87,4.5,Delivered,Early
70032382,2024-02-24,102956,50323,1,38.44,7.06,Delivered,Delayed
70032383,2025-04-05,104852,51326,20,19694.16,1304.7,Delivered,On Time
70032384,2024-12-30,104136,51997,29,22288.81,1870.61,Delivered,Delayed
70032385,2024-07-23,102387,51962,2,1880.79,58.05,Delivered,On Time
70032386,2024-08-29,101189,50973,2,980.18,34.66,Delivered,On Time
70032387,2024-04-23,103394,51508,3,3746.2,137.55,Delivered,On Time
70032388,2025-06-03,103587,51205,6,3546.18,154.38,Delivered,On Time
70032389,2025-09-06,102251,50022,1,384.28,27.59,Delivered,Delayed
70032390,2024-06-25,101122,51758,1,318.85,12.54,Cancelled,N/A
70032391,2024-01-09,102754,51525,14,8796.24,486.25,Delivered,Delayed
70032392,2025-01-10,101229,50485,18,5333.34,454.27,Delivered,Early
70032393,2025-04-29,104695,51911,3,2600.04,233.9,Delivered,Delayed
70032394,2024-03-22,103105,50788,31,7942.68,334.11,Delivered,On Time
70032395,2023-03-16,101425,50788,12,2920.07,188.75,Delivered,On Time
70032396,2023-11-20,101074,51315,26,15381.3,1321.87,Delivered,On Time
70032397,2023-07-22,103526,51280,6,4523.69,407.78,Delivered,Delayed
70032398,2024-09-14,103502,51343,6,5763.01,233.21,Delivered,On Time
